provider,region,instance_type,vcpu,ram_gb,instance_count,monthly_hours,storage_gb,egress_gb,managed_db,load_balancer,avg_cpu_util,monthly_cost
Azure,eastus,D16s_v5,16,64,4,219.0,2917.0,5761.2,0,1,82.6,1412.01
Azure,eastus,D16s_v5,16,64,7,211.7,3417.4,4694.1,0,1,76.6,1911.71
AWS,us-east-1,m6i.4xlarge,16,64,11,737.8,617.5,16614.1,1,1,84.8,7814.79
AWS,ap-southeast-1,m6i.large,2,8,16,416.1,1479.0,10428.9,0,1,32.5,1791.77
AWS,ap-southeast-1,t3.medium,2,4,8,264.6,3491.0,12042.4,1,0,81.3,1489.45
GCP,us-central1,e2-medium,2,4,12,206.6,3053.8,19743.7,1,0,11.5,1970.81
GCP,europe-west2,n2-standard-4,4,16,16,382.6,63.5,11903.8,0,1,22.1,2351.82
Azure,uksouth,B2ms,2,8,13,626.8,3017.2,17850.8,0,1,55.0,2438.55
GCP,asia-southeast1,e2-medium,2,4,7,705.6,2733.9,19491.8,1,1,48.8,2079.19
Azure,eastus,B2ms,2,8,20,218.0,3727.2,2476.9,1,0,13.7,899.27
Azure,southeastasia,D8s_v5,8,32,15,218.7,2773.6,12632.6,0,0,69.7,2711.33
AWS,us-east-1,m6i.large,2,8,19,719.7,2358.3,13286.9,1,0,94.8,2731.88
Azure,eastus,D16s_v5,16,64,5,484.2,1935.9,11431.4,1,1,57.5,3149.18
AWS,eu-west-2,m6i.large,2,8,13,541.8,3165.2,12495.2,0,0,14.1,2096.11
AWS,ap-southeast-1,m6i.2xlarge,8,32,11,672.4,2722.6,1808.2,0,1,71.1,3656.44
Azure,uksouth,D8s_v5,8,32,20,371.0,1796.1,17282.2,0,1,38.1,4705.76
AWS,ap-southeast-1,m6i.2xlarge,8,32,3,288.9,1506.1,18882.9,0,1,14.5,2129.87
GCP,asia-southeast1,e2-standard-2,2,8,18,615.7,3214.8,2216.4,0,0,41.2,1301.58
AWS,ap-southeast-1,m6i.xlarge,4,16,19,678.4,2098.1,11045.1,1,0,49.9,3974.43
AWS,ap-southeast-1,m6i.large,2,8,16,647.6,1123.2,1066.5,0,0,52.9,1303.53
GCP,asia-southeast1,n2-standard-8,8,32,10,416.7,495.4,1935.1,1,0,18.1,2025.4
AWS,eu-west-2,m6i.2xlarge,8,32,20,272.0,2262.0,7361.9,0,0,18.6,3120.75
Azure,eastus,B2ms,2,8,19,647.6,2532.5,12402.9,0,0,6.5,2315.39
GCP,europe-west2,e2-medium,2,4,4,392.8,69.3,10194.7,0,1,35.6,938.58
AWS,us-east-1,m6i.large,2,8,20,277.5,1292.3,5879.2,0,1,62.9,1135.75
AWS,us-east-1,m6i.4xlarge,16,64,11,194.1,1064.3,9274.4,1,0,66.0,2668.34
AWS,us-east-1,m6i.xlarge,4,16,11,520.6,1596.3,825.1,1,0,94.6,1353.03
AWS,eu-west-2,m6i.xlarge,4,16,13,646.3,2189.9,12398.3,0,0,16.0,3031.77
Azure,uksouth,D2s_v5,2,8,1,651.6,325.4,3892.6,1,1,35.1,496.57
GCP,europe-west2,e2-standard-2,2,8,2,613.0,3574.7,13051.3,1,1,87.2,1503.1
GCP,europe-west2,n2-standard-2,2,8,9,711.6,3803.6,8224.1,0,1,72.8,1697.74
GCP,us-central1,n2-standard-4,4,16,10,311.2,2670.9,7024.5,0,0,49.4,1409.36
Azure,eastus,B2ms,2,8,6,458.8,806.0,17217.7,0,0,84.0,1719.4
AWS,us-east-1,t3.medium,2,4,12,502.2,1701.5,11207.5,1,1,26.7,1461.42
AWS,eu-west-2,m6i.2xlarge,8,32,10,680.7,2528.0,10419.5,1,1,23.8,4129.79
AWS,us-east-1,m6i.large,2,8,15,608.6,2308.0,17258.5,1,0,70.6,2578.61
AWS,us-east-1,m6i.2xlarge,8,32,14,657.3,3972.5,8403.3,0,0,45.8,4684.34
AWS,eu-west-2,m6i.large,2,8,9,239.8,918.6,16813.9,1,1,27.1,1773.14
AWS,eu-west-2,t3.medium,2,4,17,684.9,299.1,11496.4,0,0,45.3,1546.6
AWS,eu-west-2,m6i.xlarge,4,16,7,462.6,1899.1,16356.7,0,1,77.1,2283.6
AWS,us-east-1,m6i.large,2,8,4,508.6,1155.5,14783.4,1,0,28.0,1606.21
AWS,ap-southeast-1,t3.large,2,8,8,673.9,3948.0,17497.0,1,0,7.9,2379.3
GCP,asia-southeast1,e2-medium,2,4,18,568.5,2140.3,7757.3,0,0,47.2,1213.81
AWS,us-east-1,m6i.2xlarge,8,32,8,542.5,3888.5,4945.1,1,1,82.5,2458.95
GCP,us-central1,n2-standard-8,8,32,11,738.9,68.3,11129.7,0,0,37.0,4043.49
GCP,us-central1,n2-standard-2,2,8,6,622.6,563.9,7869.1,0,1,31.9,1096.83
GCP,us-central1,n2-standard-4,4,16,7,333.4,1850.9,3630.5,0,0,56.8,873.85
AWS,ap-southeast-1,m6i.large,2,8,11,611.4,1455.0,15655.2,1,1,49.7,2253.23
Azure,southeastasia,D16s_v5,16,64,5,588.3,3352.8,1615.7,0,0,83.3,3119.35
GCP,asia-southeast1,e2-standard-2,2,8,12,548.2,3678.1,2010.4,1,1,90.0,1058.48
GCP,us-central1,e2-medium,2,4,14,654.4,3964.2,3235.6,0,0,9.4,881.66
AWS,eu-west-2,m6i.xlarge,4,16,14,469.9,1053.8,2704.4,1,1,62.4,1804.54
GCP,us-central1,n2-standard-2,2,8,5,570.2,2753.7,10783.4,0,1,80.2,1382.77
Azure,southeastasia,D16s_v5,16,64,5,657.5,2327.1,12535.3,1,0,74.3,4439.14
AWS,us-east-1,m6i.4xlarge,16,64,10,214.6,2391.5,2380.5,1,1,70.8,2153.78
Azure,eastus,B2ms,2,8,1,672.5,2780.2,798.9,1,0,30.4,386.43
GCP,us-central1,n2-standard-16,16,64,9,700.7,1165.5,13582.9,1,0,93.3,6102.39
GCP,europe-west2,e2-medium,2,4,5,638.3,2950.7,4439.1,0,1,79.4,761.25
GCP,europe-west2,e2-medium,2,4,13,546.5,1096.5,7434.2,1,0,44.0,1025.66
GCP,us-central1,n2-standard-16,16,64,16,511.5,945.6,1284.2,0,1,39.2,6493.97
GCP,us-central1,n2-standard-16,16,64,17,361.0,3037.0,18790.9,0,1,72.3,6444.04
Azure,uksouth,D16s_v5,16,64,14,359.2,434.9,8297.0,1,1,55.1,5061.69
Azure,eastus,D4s_v5,4,16,1,530.5,1841.8,405.2,1,1,24.5,339.92
Azure,uksouth,B2ms,2,8,7,180.6,664.2,1871.3,0,1,54.4,328.17
Azure,uksouth,D2s_v5,2,8,1,710.9,451.1,2537.2,1,0,60.6,373.59
GCP,asia-southeast1,n2-standard-2,2,8,15,729.6,832.0,12461.4,1,1,88.8,2365.49
AWS,eu-west-2,m6i.4xlarge,16,64,20,393.8,2602.1,19358.1,1,0,56.1,8296.67
GCP,us-central1,n2-standard-8,8,32,11,559.9,1835.9,3099.7,1,0,8.1,2814.99
Azure,southeastasia,D16s_v5,16,64,20,184.2,661.0,13482.9,1,0,66.6,4515.35
Azure,uksouth,D16s_v5,16,64,7,515.2,846.4,11262.7,0,0,47.5,4069.1
AWS,ap-southeast-1,m6i.large,2,8,2,318.0,64.5,19732.5,1,0,20.2,1786.57
GCP,europe-west2,n2-standard-8,8,32,3,630.3,3831.6,17505.9,1,0,18.3,2561.37
Azure,southeastasia,B2ms,2,8,11,369.7,645.0,236.2,1,0,76.8,505.94
GCP,us-central1,n2-standard-16,16,64,15,325.0,2180.9,6409.1,1,0,21.5,4516.98
AWS,us-east-1,m6i.2xlarge,8,32,14,252.3,3723.8,10114.5,0,0,68.9,2627.71
GCP,asia-southeast1,e2-medium,2,4,4,336.9,416.0,12125.0,1,1,10.5,1154.9
AWS,ap-southeast-1,m6i.large,2,8,4,524.3,3167.6,16437.6,1,1,55.7,1937.04
AWS,eu-west-2,m6i.2xlarge,8,32,3,732.3,410.4,16584.4,0,1,72.1,2410.94
Azure,uksouth,B2ms,2,8,16,512.8,460.8,1590.1,0,1,85.0,916.08
Azure,southeastasia,D8s_v5,8,32,11,579.8,3793.6,1831.2,1,1,40.4,3303.69
GCP,europe-west2,n2-standard-2,2,8,10,501.9,1270.3,2825.8,1,0,59.2,935.91
GCP,asia-southeast1,e2-medium,2,4,8,323.2,935.8,19707.3,0,0,5.4,1747.84
AWS,eu-west-2,m6i.xlarge,4,16,13,394.2,3698.6,15294.5,1,0,92.8,2709.86
Azure,uksouth,B2ms,2,8,14,320.3,3548.5,1950.9,0,0,60.3,839.27
AWS,us-east-1,t3.large,2,8,4,301.6,1094.2,11955.6,1,1,84.5,1352.67
AWS,eu-west-2,m6i.xlarge,4,16,19,282.6,2931.9,8969.2,1,0,78.4,2293.34
AWS,us-east-1,m6i.xlarge,4,16,18,691.4,1363.2,12219.2,0,1,25.0,3705.46
GCP,europe-west2,n2-standard-2,2,8,7,609.2,1278.8,4105.2,0,1,87.7,890.8
AWS,eu-west-2,m6i.xlarge,4,16,20,442.5,208.9,1671.2,1,1,20.3,2098.32
AWS,us-east-1,m6i.2xlarge,8,32,2,609.1,2571.0,13520.4,1,0,21.8,1906.96
GCP,us-central1,n2-standard-16,16,64,7,323.9,2850.4,13129.0,0,0,19.4,3030.01
Azure,eastus,D4s_v5,4,16,20,271.5,1342.9,6625.0,0,1,22.4,1746.28
AWS,us-east-1,m6i.2xlarge,8,32,3,568.5,3776.9,8535.9,0,1,8.9,1765.0
GCP,asia-southeast1,n2-standard-8,8,32,12,212.0,3112.1,7530.8,1,1,94.6,2056.76
GCP,us-central1,e2-standard-2,2,8,17,540.7,2945.6,14234.3,0,1,5.1,1960.7
AWS,eu-west-2,m6i.xlarge,4,16,17,285.0,1340.4,1404.7,1,0,33.1,1277.8
AWS,us-east-1,m6i.xlarge,4,16,20,260.4,2865.4,12016.1,0,1,22.0,2356.62
AWS,eu-west-2,t3.large,2,8,6,559.0,2848.8,19691.7,0,1,83.0,2234.01
Azure,southeastasia,D8s_v5,8,32,1,466.1,3749.3,5146.6,0,1,10.2,1001.41
Azure,southeastasia,D8s_v5,8,32,3,260.8,1167.5,3900.6,1,0,68.0,849.65
AWS,ap-southeast-1,t3.medium,2,4,8,493.0,394.5,3086.1,0,0,88.0,482.55
Azure,uksouth,D8s_v5,8,32,11,415.0,34.4,1251.4,1,1,36.7,2165.78
Azure,southeastasia,D4s_v5,4,16,16,512.9,602.8,14958.0,1,1,30.3,3193.89
GCP,us-central1,e2-standard-2,2,8,11,608.6,2788.3,2780.1,0,0,22.5,892.04
Azure,uksouth,D4s_v5,4,16,10,427.8,466.3,10366.1,1,1,16.9,1933.14
GCP,us-central1,n2-standard-16,16,64,5,361.7,3595.0,11259.3,0,1,15.3,2679.44
GCP,us-central1,n2-standard-8,8,32,7,632.3,3520.1,9451.5,0,0,29.4,2814.7
GCP,us-central1,n2-standard-16,16,64,6,237.2,1248.8,11306.3,1,1,67.7,2194.58
GCP,us-central1,n2-standard-2,2,8,10,371.0,927.8,3775.6,0,0,17.6,756.88
AWS,eu-west-2,m6i.large,2,8,4,580.4,2822.4,16396.2,0,1,34.1,1896.34
GCP,europe-west2,e2-medium,2,4,14,199.0,1117.0,1884.6,1,0,61.6,418.14
AWS,us-east-1,m6i.xlarge,4,16,3,378.9,2887.4,11580.5,0,1,92.0,1482.42
GCP,asia-southeast1,n2-standard-8,8,32,10,450.3,125.4,18850.2,1,1,94.9,3450.91
GCP,us-central1,e2-medium,2,4,19,194.4,2406.5,1431.3,0,0,54.1,431.58
Azure,uksouth,D8s_v5,8,32,6,216.1,2955.1,2035.7,1,1,6.1,1042.83
AWS,ap-southeast-1,t3.medium,2,4,3,520.8,3390.6,8130.0,0,1,25.1,1133.49
Azure,uksouth,B2ms,2,8,6,194.8,985.8,7333.8,1,1,84.5,872.8
Azure,uksouth,D8s_v5,8,32,4,643.5,647.3,2070.2,0,0,76.6,1346.48
Azure,southeastasia,D2s_v5,2,8,16,401.5,150.8,2322.0,1,1,49.6,998.52
Azure,uksouth,D8s_v5,8,32,19,562.4,2674.5,6361.3,1,0,58.7,5478.11
AWS,ap-southeast-1,m6i.large,2,8,7,571.4,2596.7,2701.0,1,0,8.3,970.76
AWS,us-east-1,m6i.4xlarge,16,64,8,419.3,60.3,18307.9,0,0,30.8,4299.43
AWS,eu-west-2,m6i.4xlarge,16,64,19,494.1,826.7,13704.9,0,0,44.5,9009.57
AWS,us-east-1,m6i.large,2,8,8,729.4,132.8,14808.9,0,1,14.9,1840.35
AWS,eu-west-2,m6i.xlarge,4,16,13,218.8,3341.0,10468.5,0,0,78.1,1799.64
GCP,us-central1,n2-standard-2,2,8,18,236.9,2642.2,2679.5,0,1,32.0,843.95
AWS,eu-west-2,t3.large,2,8,13,623.7,248.1,17005.7,0,1,64.3,2204.79
AWS,us-east-1,t3.large,2,8,8,228.7,3516.3,18485.8,0,0,55.2,1894.94
AWS,eu-west-2,m6i.large,2,8,5,222.8,2256.5,6575.7,1,1,58.7,977.08
AWS,us-east-1,t3.medium,2,4,1,385.5,3518.3,6733.4,0,0,34.5,873.89
AWS,us-east-1,t3.medium,2,4,14,495.4,24.0,701.8,0,0,89.4,343.17
Azure,eastus,B2ms,2,8,2,434.4,3162.4,134.3,1,0,76.4,358.92
Azure,uksouth,D4s_v5,4,16,7,355.0,3867.7,8784.2,1,0,41.9,1634.16
AWS,eu-west-2,m6i.2xlarge,8,32,17,692.7,3729.8,11285.9,1,0,80.4,6142.21
GCP,europe-west2,e2-medium,2,4,14,602.8,2712.0,14922.7,1,1,57.9,1820.0
AWS,ap-southeast-1,t3.large,2,8,11,252.8,3269.1,14341.1,0,1,81.9,1798.2
AWS,ap-southeast-1,m6i.2xlarge,8,32,12,180.4,2586.6,14363.5,0,1,77.9,2420.51
Azure,eastus,D4s_v5,4,16,11,578.9,3952.0,19425.2,0,0,59.8,3154.28
GCP,us-central1,e2-medium,2,4,11,611.7,2093.0,17364.8,1,1,50.5,1831.72
AWS,us-east-1,m6i.xlarge,4,16,19,652.4,1947.8,974.4,1,1,19.8,2768.87
GCP,us-central1,n2-standard-4,4,16,16,308.8,2376.9,3088.9,1,0,54.0,1461.06
AWS,us-east-1,m6i.2xlarge,8,32,3,445.6,1930.7,19953.0,1,0,82.7,2412.98
GCP,us-central1,n2-standard-8,8,32,7,472.8,1184.0,15982.1,0,0,61.0,2644.04
Azure,southeastasia,D8s_v5,8,32,13,690.1,754.1,19467.0,0,0,48.5,5744.33
GCP,us-central1,e2-medium,2,4,7,609.7,579.0,6141.0,1,1,39.8,796.99
GCP,us-central1,n2-standard-16,16,64,15,221.6,3067.6,15840.5,1,0,87.4,4071.77
Azure,southeastasia,D2s_v5,2,8,8,453.1,3121.8,5851.9,0,1,77.5,1165.7
GCP,us-central1,e2-standard-2,2,8,10,670.4,3533.7,19025.6,1,1,16.7,2298.59
AWS,ap-southeast-1,t3.large,2,8,5,707.7,35.9,2863.9,1,1,25.3,668.48
AWS,us-east-1,m6i.xlarge,4,16,11,682.1,2418.2,13890.7,1,1,33.9,2841.94
GCP,europe-west2,e2-standard-2,2,8,13,336.5,1814.6,16710.3,0,0,84.7,1812.29
GCP,europe-west2,e2-medium,2,4,3,240.0,3861.3,11977.2,1,0,10.6,1427.4
GCP,us-central1,e2-standard-2,2,8,5,633.8,2146.8,5531.4,1,0,20.9,911.14
AWS,ap-southeast-1,t3.large,2,8,6,399.6,1003.3,17183.6,1,1,32.8,1861.62
AWS,ap-southeast-1,t3.medium,2,4,7,226.8,650.9,8341.1,0,1,24.1,896.53
Azure,southeastasia,D4s_v5,4,16,5,315.6,1690.8,4224.4,1,1,56.8,965.49
GCP,asia-southeast1,n2-standard-4,4,16,13,347.1,1396.5,15813.5,0,1,56.4,2390.82
AWS,us-east-1,m6i.2xlarge,8,32,2,276.4,1714.3,9740.9,1,1,36.3,1266.19
AWS,eu-west-2,t3.medium,2,4,13,395.1,174.9,12005.5,1,1,72.7,1385.57
AWS,us-east-1,m6i.2xlarge,8,32,12,194.0,1731.5,17666.9,1,0,66.6,2542.2
AWS,us-east-1,m6i.2xlarge,8,32,4,366.8,2687.0,8780.7,0,0,73.3,1607.0
GCP,asia-southeast1,e2-medium,2,4,18,649.5,2926.5,16036.0,0,1,62.4,1980.34
AWS,ap-southeast-1,m6i.xlarge,4,16,18,423.3,3282.5,15987.1,0,1,68.9,3296.43
AWS,ap-southeast-1,m6i.xlarge,4,16,5,503.5,2325.0,3345.8,0,1,70.2,1063.86
GCP,asia-southeast1,n2-standard-4,4,16,9,299.1,772.1,17129.9,0,1,69.5,2023.68
AWS,ap-southeast-1,m6i.2xlarge,8,32,16,293.0,357.7,10230.6,0,0,46.8,2880.98
GCP,europe-west2,e2-standard-2,2,8,6,336.9,3712.8,3301.6,0,1,13.0,742.07
Azure,eastus,D4s_v5,4,16,9,469.1,1361.2,13241.0,0,0,91.5,2056.94
AWS,eu-west-2,m6i.4xlarge,16,64,17,626.9,1975.4,14089.2,1,0,91.6,10074.6
GCP,asia-southeast1,e2-standard-2,2,8,6,307.6,2108.7,18557.2,0,1,36.4,1779.35
GCP,us-central1,e2-medium,2,4,5,363.2,112.7,3070.4,0,0,63.4,324.38
AWS,eu-west-2,m6i.2xlarge,8,32,1,188.8,842.4,6247.8,1,1,19.2,788.32
GCP,asia-southeast1,e2-medium,2,4,13,707.7,3196.7,11355.1,1,0,10.5,1641.6
GCP,europe-west2,e2-standard-2,2,8,20,337.8,2749.6,16818.9,0,0,53.5,2047.53
GCP,europe-west2,n2-standard-8,8,32,15,487.4,1097.5,6556.8,0,0,47.8,3894.05
GCP,europe-west2,n2-standard-8,8,32,12,343.7,1770.6,13711.8,1,0,30.5,3108.09
GCP,asia-southeast1,n2-standard-2,2,8,13,548.1,2440.4,19182.0,0,0,68.5,2418.8
AWS,us-east-1,m6i.4xlarge,16,64,11,336.6,1479.6,7819.2,0,1,77.4,3726.01
Azure,southeastasia,D8s_v5,8,32,15,225.9,1890.5,564.4,0,1,90.4,1724.68
GCP,europe-west2,e2-standard-2,2,8,1,529.7,1878.8,7412.6,1,1,15.8,887.41
AWS,eu-west-2,m6i.xlarge,4,16,9,181.1,3812.7,399.6,1,0,87.3,765.17
AWS,eu-west-2,m6i.xlarge,4,16,6,202.2,3947.8,16987.8,0,1,17.8,2014.67
AWS,eu-west-2,m6i.large,2,8,11,475.1,3700.0,12401.6,1,1,17.0,2030.41
AWS,us-east-1,m6i.4xlarge,16,64,15,577.5,2130.8,7487.4,0,0,84.3,7509.28
AWS,ap-southeast-1,m6i.2xlarge,8,32,17,468.4,1908.6,17308.6,1,1,32.4,5110.22
GCP,europe-west2,n2-standard-8,8,32,8,422.8,887.0,17336.8,1,0,23.7,3008.88
GCP,us-central1,e2-medium,2,4,11,647.4,572.6,18198.7,0,0,50.9,1725.98
Azure,uksouth,B2ms,2,8,2,373.3,2603.4,9953.9,1,1,21.7,1194.09
Azure,eastus,D16s_v5,16,64,13,280.3,3529.2,4195.2,1,0,31.6,3612.23
AWS,ap-southeast-1,m6i.xlarge,4,16,13,583.2,294.4,11866.8,0,0,14.5,2704.64
AWS,eu-west-2,m6i.2xlarge,8,32,7,253.2,2785.3,5477.0,1,1,49.8,1530.84
Azure,uksouth,D8s_v5,8,32,2,718.0,597.0,10437.7,1,1,23.2,1613.82
GCP,europe-west2,e2-medium,2,4,3,458.3,2614.2,1746.8,1,0,26.1,461.08
Azure,eastus,D4s_v5,4,16,9,443.2,3962.0,19925.3,0,1,12.3,2734.48
Azure,eastus,D2s_v5,2,8,5,188.0,399.0,9063.8,1,1,69.4,952.88
Azure,southeastasia,D4s_v5,4,16,9,483.7,752.9,9906.0,1,1,60.1,1985.4
Azure,southeastasia,D4s_v5,4,16,4,704.4,191.2,11303.0,0,1,45.7,1647.22
AWS,ap-southeast-1,m6i.4xlarge,16,64,18,289.1,1273.2,18047.4,0,0,63.7,6116.77
Azure,uksouth,D8s_v5,8,32,10,690.5,2053.3,7101.2,0,1,16.2,3756.44
AWS,us-east-1,m6i.xlarge,4,16,17,393.7,3289.8,8847.8,0,1,88.2,2437.57
GCP,europe-west2,n2-standard-4,4,16,6,316.2,1075.0,7334.5,0,0,65.2,1097.47
GCP,europe-west2,n2-standard-16,16,64,14,659.2,1186.3,19068.4,1,0,92.0,9329.95
GCP,asia-southeast1,n2-standard-16,16,64,4,510.6,492.7,15782.8,1,0,86.9,3144.74
AWS,eu-west-2,t3.medium,2,4,9,416.7,715.8,581.4,1,0,56.7,332.24
Azure,southeastasia,B2ms,2,8,10,388.4,1111.3,14585.4,1,1,88.1,1731.22
GCP,europe-west2,n2-standard-16,16,64,4,280.5,421.8,15296.3,0,1,24.7,2259.63
Azure,eastus,B2ms,2,8,12,530.7,2753.3,18103.9,1,0,55.4,2292.64
Azure,southeastasia,D4s_v5,4,16,14,581.6,2916.9,18306.5,0,1,79.5,3562.93
AWS,eu-west-2,m6i.2xlarge,8,32,11,613.1,1086.1,11790.1,0,1,48.5,3899.89
AWS,ap-southeast-1,m6i.large,2,8,12,397.3,3986.1,3051.3,0,1,76.9,1156.15
AWS,eu-west-2,t3.large,2,8,15,533.5,1721.2,10206.5,0,1,50.3,1755.12
AWS,ap-southeast-1,t3.large,2,8,4,400.2,2125.3,669.7,1,1,28.0,476.68
GCP,us-central1,n2-standard-4,4,16,14,425.4,1674.4,4999.7,0,1,47.7,1737.34
Azure,eastus,D8s_v5,8,32,9,220.1,1814.7,4147.5,0,1,82.4,1295.11
GCP,us-central1,e2-medium,2,4,13,320.4,97.2,8083.1,0,1,91.6,833.73
AWS,ap-southeast-1,m6i.large,2,8,6,625.0,2231.1,12235.2,0,0,85.9,1692.12
GCP,asia-southeast1,n2-standard-4,4,16,3,574.5,1947.6,18376.0,0,1,17.1,1983.53
GCP,europe-west2,n2-standard-4,4,16,5,588.2,2218.4,16717.7,1,1,15.6,2228.83
AWS,ap-southeast-1,m6i.2xlarge,8,32,4,237.7,836.1,16124.6,1,0,72.2,1910.59
AWS,us-east-1,t3.large,2,8,14,433.1,825.9,13985.4,1,1,15.2,1824.28
AWS,us-east-1,t3.medium,2,4,4,562.9,303.3,19517.9,0,1,6.3,1783.01
GCP,us-central1,n2-standard-8,8,32,17,672.2,2420.8,3529.2,0,1,92.9,4892.29
Azure,uksouth,B2ms,2,8,15,616.0,287.3,3437.4,1,0,53.3,1199.91
GCP,asia-southeast1,n2-standard-8,8,32,20,448.6,2045.0,14360.1,1,0,6.9,5384.68
AWS,eu-west-2,m6i.xlarge,4,16,17,371.9,616.3,3735.1,0,0,11.4,1702.99
GCP,europe-west2,n2-standard-4,4,16,11,337.4,3837.5,17753.6,1,0,66.7,2576.53
AWS,us-east-1,m6i.4xlarge,16,64,9,639.9,3176.5,15138.7,0,1,77.6,5884.79
GCP,us-central1,e2-standard-2,2,8,18,408.3,3429.8,5782.1,0,1,37.0,1305.96
GCP,asia-southeast1,n2-standard-2,2,8,3,685.7,642.0,18195.9,1,0,59.4,1800.75
Azure,eastus,D16s_v5,16,64,4,512.7,3242.1,8059.3,1,0,53.0,2599.32
GCP,asia-southeast1,n2-standard-2,2,8,10,582.6,3989.3,7006.0,1,1,54.8,1673.15
GCP,asia-southeast1,n2-standard-16,16,64,1,473.5,3196.2,5171.8,0,1,60.8,1155.17
GCP,asia-southeast1,n2-standard-4,4,16,16,661.4,1599.9,16484.8,0,0,10.3,3692.57
Azure,uksouth,D2s_v5,2,8,7,598.2,3363.4,18407.2,1,0,11.1,2308.87
Azure,eastus,D2s_v5,2,8,17,219.7,92.6,499.0,0,0,16.5,409.78
GCP,asia-southeast1,e2-standard-2,2,8,7,612.0,3511.2,10391.7,0,1,11.2,1506.12
AWS,eu-west-2,t3.large,2,8,2,683.4,2772.4,19044.0,1,1,71.8,2073.15
GCP,europe-west2,n2-standard-8,8,32,19,732.0,2983.9,2362.6,0,0,18.2,6258.49
AWS,us-east-1,m6i.4xlarge,16,64,6,247.0,2057.9,3312.7,0,1,70.1,1619.54
Azure,southeastasia,D2s_v5,2,8,5,474.4,1294.0,4501.5,0,0,87.4,755.35
GCP,europe-west2,e2-medium,2,4,4,586.2,2336.4,4020.3,0,1,63.8,620.96
Azure,uksouth,B2ms,2,8,13,606.7,644.9,15566.1,0,0,6.7,2014.59
AWS,ap-southeast-1,m6i.2xlarge,8,32,10,515.9,3678.5,7512.1,0,1,38.4,3249.72
Azure,southeastasia,B2ms,2,8,5,325.0,3105.4,10694.3,1,1,51.0,1420.99
Azure,uksouth,D4s_v5,4,16,4,526.1,929.2,11844.1,1,1,17.4,1576.33
Azure,eastus,D4s_v5,4,16,20,688.7,3328.8,7440.1,0,0,79.6,3698.88
AWS,us-east-1,t3.medium,2,4,6,350.2,182.7,6293.8,0,0,14.9,670.56
AWS,eu-west-2,t3.medium,2,4,10,492.9,100.6,16844.8,0,0,64.4,1641.18
AWS,us-east-1,t3.large,2,8,7,264.0,2344.6,898.8,0,1,42.3,428.33
GCP,asia-southeast1,e2-medium,2,4,14,265.3,678.8,13170.5,0,1,86.5,1283.79
Azure,eastus,D4s_v5,4,16,13,202.8,1992.7,13091.4,0,1,79.6,1725.11
Azure,uksouth,D16s_v5,16,64,18,625.8,981.1,17289.0,1,0,15.1,11302.57
GCP,asia-southeast1,e2-standard-2,2,8,11,476.1,3404.7,19922.5,1,1,37.2,2291.44
GCP,europe-west2,n2-standard-16,16,64,5,614.6,95.0,9100.4,0,1,16.8,3369.84
AWS,ap-southeast-1,m6i.2xlarge,8,32,9,285.9,3030.1,6428.0,0,1,84.0,1915.5
GCP,us-central1,n2-standard-2,2,8,5,423.2,1208.2,15263.7,1,1,42.2,1610.1
Azure,southeastasia,D2s_v5,2,8,18,593.6,2240.4,14483.8,0,1,54.6,2614.13
AWS,us-east-1,t3.large,2,8,13,451.6,2022.6,1801.1,0,0,17.7,826.3
Azure,southeastasia,D4s_v5,4,16,1,196.7,3958.8,9869.4,1,1,93.2,1307.33
Azure,southeastasia,D2s_v5,2,8,10,219.8,2739.4,32.6,0,1,72.1,494.65
AWS,eu-west-2,m6i.4xlarge,16,64,15,193.8,2820.9,19802.9,1,1,78.2,4391.86
Azure,uksouth,D2s_v5,2,8,20,201.0,2224.0,11517.5,1,0,19.6,1701.98
GCP,europe-west2,n2-standard-16,16,64,17,287.5,3289.1,1581.4,0,1,66.0,4580.32
GCP,asia-southeast1,n2-standard-4,4,16,15,559.0,3080.9,10115.2,0,0,84.5,2897.25
GCP,asia-southeast1,e2-medium,2,4,10,591.6,826.8,4226.8,0,1,21.4,651.24
GCP,europe-west2,n2-standard-4,4,16,10,700.6,3946.6,13034.0,0,1,82.1,2842.13
GCP,asia-southeast1,n2-standard-2,2,8,3,728.9,3459.3,6072.9,0,1,34.1,1057.21
GCP,us-central1,e2-medium,2,4,10,431.9,2058.5,4307.1,0,0,86.0,645.56
Azure,uksouth,D16s_v5,16,64,13,659.1,1337.1,3902.9,1,1,45.2,7707.66
GCP,us-central1,n2-standard-8,8,32,15,209.9,1374.6,13795.0,1,1,23.1,2525.33
Azure,eastus,D4s_v5,4,16,10,202.0,1106.3,19896.1,0,1,32.9,2039.05
Azure,southeastasia,B2ms,2,8,12,251.2,515.3,8334.6,0,0,14.7,1059.06
AWS,eu-west-2,m6i.4xlarge,16,64,4,567.0,3667.4,9095.4,1,0,41.8,3106.63
AWS,eu-west-2,m6i.2xlarge,8,32,8,334.4,646.9,6129.6,1,1,64.4,1791.72
Azure,eastus,D16s_v5,16,64,3,254.7,328.7,17492.7,0,1,73.4,2119.49
Azure,southeastasia,B2ms,2,8,7,341.0,1823.3,17131.5,0,1,27.0,1772.16
Azure,southeastasia,D16s_v5,16,64,18,405.6,2681.0,8004.2,0,1,74.8,7587.5
